,id,realtime_start,realtime_end,title,observation_start,observation_end,frequency,frequency_short,units,units_short,seasonal_adjustment,seasonal_adjustment_short,last_updated,popularity,group_popularity,notes,msa,city,state,clean_title
27487,WICH620SRVO,2021-12-08,2021-12-08,"All Employees: Other Services in Wichita, KS (MSA)",1990-01-01,2021-10-01,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2021-11-19 16:30:25-06,1.0,1.0,"The Federal Reserve Bank of St. Louis seasonally adjusts this series by using the 'statsmodel' library from Python with default parameter settings. The package uses the U.S. Bureau of the Census X-13ARIMA-SEATS Seasonal Adjustment Program. More information on the 'statsmodel' X-13ARIMA-SEATS package can be found here (https://www.statsmodels.org/dev/generated/statsmodels.tsa.x13.x13_arima_analysis.html). More information on X-13ARIMA-SEATS can be found here (https://www.census.gov/srd/www/x13as/).

Many series include both seasonally adjusted (SA) and not seasonally adjusted (NSA) data. Occasionally, updates to the data will not include sufficient seasonal factors to trigger a seasonal adjustment. In these cases, the NSA series will be updated normally; but the SA series will also be updated with the NSA data. The NSA series can be located here here (https://fred.stlouisfed.org/series/WICH620SRVON).

Some seasonally adjusted series may exhibit negative values because they are created from a seasonal adjustment process regardless of the actual meaning or interpretation of the given indicator.","Wichita, KS",Wichita,KS,All Employees: Other Services
27488,WICH620SRVON,2021-12-08,2021-12-08,"All Employees: Other Services in Wichita, KS (MSA)",1990-01-01,2021-10-01,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-11-19 15:19:36-06,1.0,1.0,,"Wichita, KS",Wichita,KS,All Employees: Other Services
27489,WICH620TRAD,2021-12-08,2021-12-08,"All Employees: Trade, Transportation, and Utilities in Wichita, KS (MSA)",1990-01-01,2021-10-01,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2021-11-19 16:30:25-06,1.0,1.0,"The Federal Reserve Bank of St. Louis seasonally adjusts this series by using the 'statsmodel' library from Python with default parameter settings. The package uses the U.S. Bureau of the Census X-13ARIMA-SEATS Seasonal Adjustment Program. More information on the 'statsmodel' X-13ARIMA-SEATS package can be found here (https://www.statsmodels.org/dev/generated/statsmodels.tsa.x13.x13_arima_analysis.html). More information on X-13ARIMA-SEATS can be found here (https://www.census.gov/srd/www/x13as/).

Many series include both seasonally adjusted (SA) and not seasonally adjusted (NSA) data. Occasionally, updates to the data will not include sufficient seasonal factors to trigger a seasonal adjustment. In these cases, the NSA series will be updated normally; but the SA series will also be updated with the NSA data. The NSA series can be located here here (https://fred.stlouisfed.org/series/WICH620TRADN).

Some seasonally adjusted series may exhibit negative values because they are created from a seasonal adjustment process regardless of the actual meaning or interpretation of the given indicator.","Wichita, KS",Wichita,KS,"All Employees: Trade, Transportation, and Utilities"
27490,WICH620TRADN,2021-12-08,2021-12-08,"All Employees: Trade, Transportation, and Utilities in Wichita, KS (MSA)",1990-01-01,2021-10-01,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-11-19 15:19:35-06,1.0,1.0,,"Wichita, KS",Wichita,KS,"All Employees: Trade, Transportation, and Utilities"
27491,WICH620UR,2021-12-08,2021-12-08,"Unemployment Rate in Wichita, KS (MSA)",1990-01-01,2021-10-01,Monthly,M,Percent,%,Smoothed Seasonally Adjusted,SSA,2021-12-02 13:11:04-06,11.0,13.0,,"Wichita, KS",Wichita,KS,Unemployment Rate
27492,WICH620URN,2021-12-08,2021-12-08,"Unemployment Rate in Wichita, KS (MSA)",1990-01-01,2021-10-01,Monthly,M,Percent,%,Not Seasonally Adjusted,NSA,2021-12-02 10:07:43-06,3.0,13.0,,"Wichita, KS",Wichita,KS,Unemployment Rate
27493,WICPOP,2021-12-08,2021-12-08,"Resident Population in Wichita, KS (MSA)",2000-01-01,2020-01-01,Annual,A,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-05-05 14:46:37-05,9.0,9.0,All observations are July 1 estimates of each year.,"Wichita, KS",Wichita,KS,Resident Population
29504,ACTLISCOU35380,2021-12-08,2021-12-08,"Housing Inventory: Active Listing Count in New Orleans-Metairie, LA (CBSA)",2016-07-01,2021-11-01,Monthly,M,Level,Level,Not Seasonally Adjusted,NSA,2021-12-06 18:08:07-06,1.0,1.0,The count of active single-family and condo/townhome listings for a given market during the specified month (excludes pending listings).,"New Orleans-Metairie, LA",New Orleans,LA,Housing Inventory: Active Listing Count
29505,ACTLISCOUMM35380,2021-12-08,2021-12-08,"Housing Inventory: Active Listing Count Month-Over-Month in New Orleans-Metairie, LA (CBSA)",2017-07-01,2021-11-01,Monthly,M,Percent,%,Not Seasonally Adjusted,NSA,2021-12-06 18:08:32-06,1.0,1.0,The count of active single-family and condo/townhome listings for a given market during the specified month (excludes pending listings).,"New Orleans-Metairie, LA",New Orleans,LA,Housing Inventory: Active Listing Count Month-Over-Month
29506,ACTLISCOUYY35380,2021-12-08,2021-12-08,"Housing Inventory: Active Listing Count Year-Over-Year in New Orleans-Metairie, LA (CBSA)",2017-07-01,2021-11-01,Monthly,M,Percent,%,Not Seasonally Adjusted,NSA,2021-12-06 19:03:10-06,0.0,0.0,The count of active single-family and condo/townhome listings for a given market during the specified month (excludes pending listings).,"New Orleans-Metairie, LA",New Orleans,LA,Housing Inventory: Active Listing Count Year-Over-Year
29508,AVELISPRI35380,2021-12-08,2021-12-08,"Housing Inventory: Average Listing Price in New Orleans-Metairie, LA (CBSA)",2016-07-01,2021-11-01,Monthly,M,U.S. Dollars,U.S. $,Not Seasonally Adjusted,NSA,2021-12-06 18:05:09-06,1.0,1.0,The average listing price in a given market during the specified month.,"New Orleans-Metairie, LA",New Orleans,LA,Housing Inventory: Average Listing Price
29509,AVELISPRIMM35380,2021-12-08,2021-12-08,"Housing Inventory: Average Listing Price Month-Over-Month in New Orleans-Metairie, LA (CBSA)",2017-07-01,2021-11-01,Monthly,M,Percent,%,Not Seasonally Adjusted,NSA,2021-12-07 17:21:14-06,1.0,1.0,The average listing price in a given market during the specified month.,"New Orleans-Metairie, LA",New Orleans,LA,Housing Inventory: Average Listing Price Month-Over-Month
29510,AVELISPRIYY35380,2021-12-08,2021-12-08,"Housing Inventory: Average Listing Price Year-Over-Year in New Orleans-Metairie, LA (CBSA)",2017-07-01,2021-11-01,Monthly,M,Percent,%,Not Seasonally Adjusted,NSA,2021-12-06 18:05:26-06,1.0,1.0,The average listing price in a given market during the specified month.,"New Orleans-Metairie, LA",New Orleans,LA,Housing Inventory: Average Listing Price Year-Over-Year
29532,LAUMT223538000000003A,2021-12-08,2021-12-08,"Unemployment Rate in New Orleans-Metairie, LA (MSA)",1990-01-01,2020-01-01,Annual,A,Percent,%,Not Seasonally Adjusted,NSA,2021-04-16 14:17:21-05,1.0,19.0,,"New Orleans-Metairie, LA",New Orleans,LA,Unemployment Rate
29546,MEDDAYONMAR35380,2021-12-08,2021-12-08,"Housing Inventory: Median Days on Market in New Orleans-Metairie, LA (CBSA)",2016-07-01,2021-11-01,Monthly,M,Level,Level,Not Seasonally Adjusted,NSA,2021-12-06 18:07:43-06,1.0,1.0,"The median number of days property listings spend on the market in a given geography during the specified month (calculated from list date to closing, pending, or off-market date depending on data availability).","New Orleans-Metairie, LA",New Orleans,LA,Housing Inventory: Median Days on Market
29547,MEDDAYONMARMM35380,2021-12-08,2021-12-08,"Housing Inventory: Median Days on Market Month-Over-Month in New Orleans-Metairie, LA (CBSA)",2017-07-01,2021-11-01,Monthly,M,Percent,%,Not Seasonally Adjusted,NSA,2021-12-06 18:03:33-06,1.0,1.0,"The median number of days property listings spend on the market in a given geography during the specified month (calculated from list date to closing, pending, or off-market date depending on data availability).","New Orleans-Metairie, LA",New Orleans,LA,Housing Inventory: Median Days on Market Month-Over-Month
29548,MEDDAYONMARYY35380,2021-12-08,2021-12-08,"Housing Inventory: Median Days on Market Year-Over-Year in New Orleans-Metairie, LA (CBSA)",2017-07-01,2021-11-01,Monthly,M,Percent,%,Not Seasonally Adjusted,NSA,2021-12-06 18:04:18-06,1.0,1.0,"The median number of days property listings spend on the market in a given geography during the specified month (calculated from list date to closing, pending, or off-market date depending on data availability).","New Orleans-Metairie, LA",New Orleans,LA,Housing Inventory: Median Days on Market Year-Over-Year
29549,MEDLISPRI35380,2021-12-08,2021-12-08,"Housing Inventory: Median Listing Price in New Orleans-Metairie, LA (CBSA)",2016-07-01,2021-11-01,Monthly,M,U.S. Dollars,U.S. $,Not Seasonally Adjusted,NSA,2021-12-06 18:02:33-06,1.0,1.0,The median listing price in a given market during the specified month.,"New Orleans-Metairie, LA",New Orleans,LA,Housing Inventory: Median Listing Price
29550,MEDLISPRIMM35380,2021-12-08,2021-12-08,"Housing Inventory: Median Listing Price Month-Over-Month in New Orleans-Metairie, LA (CBSA)",2017-07-01,2021-11-01,Monthly,M,Percent,%,Not Seasonally Adjusted,NSA,2021-12-07 17:20:05-06,1.0,1.0,The median listing price in a given market during the specified month.,"New Orleans-Metairie, LA",New Orleans,LA,Housing Inventory: Median Listing Price Month-Over-Month
29551,MEDLISPRIPERSQUFEE35380,2021-12-08,2021-12-08,"Housing Inventory: Median Listing Price per Square Feet in New Orleans-Metairie, LA (CBSA)",2016-07-01,2021-11-01,Monthly,M,U.S. Dollars,U.S. $,Not Seasonally Adjusted,NSA,2021-12-06 18:02:49-06,1.0,1.0,The median listing price per square foot in a given market during the specified month.,"New Orleans-Metairie, LA",New Orleans,LA,Housing Inventory: Median Listing Price per Square Feet
29552,MEDLISPRIPERSQUFEEMM35380,2021-12-08,2021-12-08,"Housing Inventory: Median Listing Price per Square Feet Month-Over-Month in New Orleans-Metairie, LA (CBSA)",2017-07-01,2021-11-01,Monthly,M,Percent,%,Not Seasonally Adjusted,NSA,2021-12-07 17:17:32-06,1.0,1.0,The median listing price per square foot in a given market during the specified month.,"New Orleans-Metairie, LA",New Orleans,LA,Housing Inventory: Median Listing Price per Square Feet Month-Over-Month
29553,MEDLISPRIPERSQUFEEYY35380,2021-12-08,2021-12-08,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in New Orleans-Metairie, LA (CBSA)",2017-07-01,2021-11-01,Monthly,M,Percent,%,Not Seasonally Adjusted,NSA,2021-12-06 18:00:25-06,1.0,1.0,The median listing price per square foot in a given market during the specified month.,"New Orleans-Metairie, LA",New Orleans,LA,Housing Inventory: Median Listing Price per Square Feet Year-Over-Year
29554,MEDLISPRIYY35380,2021-12-08,2021-12-08,"Housing Inventory: Median Listing Price Year-Over-Year in New Orleans-Metairie, LA (CBSA)",2017-07-01,2021-11-01,Monthly,M,Percent,%,Not Seasonally Adjusted,NSA,2021-12-06 18:00:05-06,1.0,1.0,The median listing price in a given market during the specified month.,"New Orleans-Metairie, LA",New Orleans,LA,Housing Inventory: Median Listing Price Year-Over-Year
29558,MEDSQUFEE35380,2021-12-08,2021-12-08,"Housing Inventory: Median Home Size in Square Feet in New Orleans-Metairie, LA (CBSA)",2016-07-01,2021-11-01,Monthly,M,Level,Level,Not Seasonally Adjusted,NSA,2021-12-06 18:00:49-06,1.0,1.0,The median home size in square feet for listings in a given market during the specified month.,"New Orleans-Metairie, LA",New Orleans,LA,Housing Inventory: Median Home Size in Square Feet
29559,MEDSQUFEEMM35380,2021-12-08,2021-12-08,"Housing Inventory: Median Home Size in Square Feet Month-Over-Month in New Orleans-Metairie, LA (CBSA)",2017-07-01,2021-11-01,Monthly,M,Percent,%,Not Seasonally Adjusted,NSA,2021-12-06 17:59:20-06,1.0,1.0,The median home size in square feet for listings in a given market during the specified month.,"New Orleans-Metairie, LA",New Orleans,LA,Housing Inventory: Median Home Size in Square Feet Month-Over-Month
29560,MEDSQUFEEYY35380,2021-12-08,2021-12-08,"Housing Inventory: Median Home Size in Square Feet Year-Over-Year in New Orleans-Metairie, LA (CBSA)",2017-07-01,2021-11-01,Monthly,M,Percent,%,Not Seasonally Adjusted,NSA,2021-12-07 17:10:35-06,1.0,1.0,The median home size in square feet for listings in a given market during the specified month.,"New Orleans-Metairie, LA",New Orleans,LA,Housing Inventory: Median Home Size in Square Feet Year-Over-Year
29565,NEWLISCOU35380,2021-12-08,2021-12-08,"Housing Inventory: New Listing Count in New Orleans-Metairie, LA (CBSA)",2016-07-01,2021-11-01,Monthly,M,Level,Level,Not Seasonally Adjusted,NSA,2021-12-06 17:56:47-06,1.0,1.0,The count of new listings added to the market in a given geography during the month.,"New Orleans-Metairie, LA",New Orleans,LA,Housing Inventory: New Listing Count
29566,NEWLISCOUMM35380,2021-12-08,2021-12-08,"Housing Inventory: New Listing Count Month-Over-Month in New Orleans-Metairie, LA (CBSA)",2017-07-01,2021-11-01,Monthly,M,Percent,%,Not Seasonally Adjusted,NSA,2021-12-06 17:58:31-06,1.0,1.0,The count of new listings added to the market in a given geography during the month.,"New Orleans-Metairie, LA",New Orleans,LA,Housing Inventory: New Listing Count Month-Over-Month
29567,NEWLISCOUYY35380,2021-12-08,2021-12-08,"Housing Inventory: New Listing Count Year-Over-Year in New Orleans-Metairie, LA (CBSA)",2017-07-01,2021-11-01,Monthly,M,Percent,%,Not Seasonally Adjusted,NSA,2021-12-06 19:02:19-06,0.0,0.0,The count of new listings added to the market in a given geography during the month.,"New Orleans-Metairie, LA",New Orleans,LA,Housing Inventory: New Listing Count Year-Over-Year
29572,NEWO322EDUH,2021-12-08,2021-12-08,"All Employees: Education and Health Services in New Orleans-Metairie, LA (MSA)",1990-01-01,2021-10-01,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2021-11-19 16:29:14-06,1.0,1.0,"The Federal Reserve Bank of St. Louis seasonally adjusts this series by using the 'statsmodel' library from Python with default parameter settings. The package uses the U.S. Bureau of the Census X-13ARIMA-SEATS Seasonal Adjustment Program. More information on the 'statsmodel' X-13ARIMA-SEATS package can be found here (https://www.statsmodels.org/dev/generated/statsmodels.tsa.x13.x13_arima_analysis.html). More information on X-13ARIMA-SEATS can be found here (https://www.census.gov/srd/www/x13as/).

Many series include both seasonally adjusted (SA) and not seasonally adjusted (NSA) data. Occasionally, updates to the data will not include sufficient seasonal factors to trigger a seasonal adjustment. In these cases, the NSA series will be updated normally; but the SA series will also be updated with the NSA data. The NSA series can be located here here (https://fred.stlouisfed.org/series/NEWO322EDUHN).

Some seasonally adjusted series may exhibit negative values because they are created from a seasonal adjustment process regardless of the actual meaning or interpretation of the given indicator.","New Orleans-Metairie, LA",New Orleans,LA,All Employees: Education and Health Services
